t (s),Ece (V),Iwe (A),Ewe (V),cycle
9.999999747378752e-05,0.02019980549812317,-1.2003011917727235e-08,-0.8943983316421509,0
0.00014999999621068127,0.03007357381284237,8.00708858150756e-06,-0.37846457958221436,0
0.00019999999494757503,0.040255896747112274,3.018465349668986e-06,0.010489854030311108,0
0.0002499999936844688,0.050129666924476624,4.246254263762239e-07,0.034378647804260254,0
0.00029999999242136255,0.060003433376550674,1.4243761370380525e-07,0.03758519887924194,0
0.0003499999911582563,0.07018575817346573,1.7675775154657458e-07,0.048327140510082245,0
0.00039999998989515007,0.08005952835083008,2.0497654418250022e-07,0.0537782721221447,0
0.0004499999886320438,0.09024184942245483,1.8438446147683862e-07,0.05955006182193756,0
0.0004999999873689376,0.10011561959981918,1.9582449795052526e-07,0.0784687027335167,0
0.0005499999861058313,0.11029794067144394,2.339579907584266e-07,0.08408016711473465,0
0.0005999999848427251,0.12017171084880829,2.1870458510875324e-07,0.08985195308923721,0
0.0006499999835796189,0.13004548847675323,2.3777134572355862e-07,0.1070069968700409,0
0.0006999999823165126,0.140227809548378,2.751421561697498e-07,0.11213747411966324,0
0.0007499999810534064,0.15010157227516174,2.8048086164744745e-07,0.11614566296339035,0
0.0007999999797903001,0.1602838933467865,2.728541517171834e-07,0.13394200801849365,0
0.0008499999785271939,0.17015767097473145,2.9802222911712306e-07,0.14195838570594788,0
0.0008999999772640876,0.1800314337015152,3.125129808267957e-07,0.14805082976818085,0
0.0009499999760009814,0.19021375477313995,2.850568705525802e-07,0.161197692155838,0
0.0009999999747378752,0.2000875324010849,3.16326321581073e-07,0.17370322346687317,0
0.001049999973474769,0.21026985347270966,3.33105077743312e-07,0.1788337081670761,0
0.0010999999722116627,0.2201436161994934,2.9802222911712306e-07,0.19165989756584167,0
0.0011499999709485564,0.23001739382743835,3.1785168630449334e-07,0.20192086696624756,0
0.0011999999696854502,0.2401997148990631,3.2395303151133703e-07,0.20929592847824097,0
0.001249999968422344,0.25007349252700806,2.858195387034357e-07,0.21827426552772522,0
0.0012999999671592377,0.2602558135986328,2.9192088391027937e-07,0.23623093962669373,0
0.0013499999658961315,0.27012959122657776,3.079369434999535e-07,0.23959781229496002,0
0.0013999999646330252,0.2800033390522003,2.6217676918349753e-07,0.24777452647686005,0
0.001449999963369919,0.2901856601238251,2.484487140463898e-07,0.26925840973854065,0
0.0014999999621068127,0.30005943775177,2.7056614726461703e-07,0.27583184838294983,0
0.0015499999608437065,0.3102417588233948,2.7056614726461703e-07,0.2753508388996124,0
0.0015999999595806003,0.3201155364513397,2.3700866336184845e-07,0.2963537573814392,0
0.001649999958317494,0.3302978575229645,2.7971816507488256e-07,0.30420979857444763,0
0.0016999999570543878,0.3401716351509094,2.789554969240271e-07,0.30869895219802856,0
0.0017499999557912815,0.350045382976532,2.507367184989562e-07,0.3212045133113861,0
0.0017999999545281753,0.36022770404815674,2.6980347911376157e-07,0.3356339931488037,0
0.001849999953265069,0.3701014816761017,2.774301606223162e-07,0.33980250358581543,0
0.0018999999520019628,0.38028380274772644,2.484487140463898e-07,0.35391131043434143,0
0.0019499999507388566,0.3901575803756714,2.675154746611952e-07,0.3643325865268707,0
0.0019999999494757503,0.40003135800361633,2.9192088391027937e-07,0.37315061688423157,0
0.002049999948212644,0.4102136790752411,2.6217676918349753e-07,0.37940338253974915,0
0.002099999946949538,0.42008742690086365,2.835315342508693e-07,0.39431384205818176,0
0.0021499999456864316,0.4302697479724884,2.9649692123712157e-07,0.3999252915382385,0
0.0021999999444233254,0.44014352560043335,2.667528065103397e-07,0.4068193733692169,0
0.002249999943160219,0.4500173032283783,2.4921138219724526e-07,0.4303875267505646,0
0.002299999941897113,0.46019962430000305,2.89632879457713e-07,0.4318304657936096,0
0.0023499999406340066,0.470073401927948,2.675154746611952e-07,0.43728160858154297,0
0.0023999999393709004,0.48025572299957275,2.545500876749429e-07,0.4526730477809906,0
0.002449999938107794,0.4901294708251953,2.7971816507488256e-07,0.46501824259757996,0
0.002499999936844688,0.5000032782554626,2.812435297983029e-07,0.4664612114429474,0
0.0025499999355815817,0.5101855993270874,2.484487140463898e-07,0.4852195084095001,0
0.0025999999343184754,0.52005934715271,2.728541517171834e-07,0.49307554960250854,0
0.002649999933055369,0.5302416682243347,2.942089167845552e-07,0.5014126300811768,0
0.002699999931792263,0.540115475654602,2.3777134572355862e-07,0.511032223701477,0
0.0027499999305291567,0.5502977967262268,2.4539804144296795e-07,0.5256220698356628,0
0.0027999999292660505,0.5601715445518494,2.545500876749429e-07,0.5307525396347046,0
0.002849999928002944,0.5700452923774719,2.591260965800757e-07,0.5410134792327881,0
0.002899999926739838,0.5802276134490967,2.934462486336997e-07,0.5520761013031006,0
0.0029499999254767317,0.590101420879364,3.1937702260620426e-07,0.5599321126937866,0
0.0029999999242136255,0.6002837419509888,2.667528065103397e-07,0.5661848783493042,0
0.0030499999229505192,0.6101574897766113,2.3700866336184845e-07,0.5913563370704651,0
0.003099999921687413,0.6200312376022339,2.5988876473093114e-07,0.5921579599380493,0
0.0031499999204243068,0.6302135586738586,2.4921138219724526e-07,0.5982503890991211,0
0.0031999999191612005,0.640087366104126,2.5378741952408745e-07,0.6136418581008911,0
0.0032499999178980943,0.6502696871757507,2.812435297983029e-07,0.6251854300498962,0
0.003299999916634988,0.6601434350013733,2.89632879457713e-07,0.6251854300498962,0
0.003349999915371882,0.6700171828269958,2.5988876473093114e-07,0.6418594717979431,0
0.0033999999141087756,0.6801995635032654,2.7819282877317164e-07,0.6553269624710083,0
0.0034499999128456693,0.6900733113288879,2.89632879457713e-07,0.660297155380249,0
0.003499999911582563,0.7002556324005127,2.568380921275093e-07,0.6740853190422058,0
0.003549999910319457,0.7101293802261353,2.8658220685429114e-07,0.6854685544967651,0
0.0035999999090563506,0.7200031876564026,3.003102619913989e-07,0.6928436160087585,0
0.0036499999077932443,0.7301855087280273,2.6370210548520845e-07,0.7024632692337036,0
0.003699999906530138,0.7400592565536499,2.5607542397665384e-07,0.7152894735336304,0
0.003749999905267032,0.7502415776252747,2.682781143903412e-07,0.7210612297058105,0
0.0037999999040039256,0.7601153254508972,2.5149941507152107e-07,0.7292379140853882,0
0.0038499999027408194,0.770297646522522,2.3853399966355937e-07,0.7470343112945557,0
0.003899999901477713,0.7801714539527893,2.591260965800757e-07,0.7563332915306091,0
0.003949999900214607,0.7900452017784119,2.5378741952408745e-07,0.7560126185417175,0
0.003999999898951501,0.8002275228500366,2.255686126773071e-07,0.7752519249916077,0
0.004049999897688394,0.8101012706756592,2.507367184989562e-07,0.7850319147109985,0
0.004099999896425288,0.8202836513519287,2.499740503481007e-07,0.7882384657859802,0
0.004149999895162182,0.8301573991775513,2.0497654418250022e-07,0.8068364262580872,0
0.004199999893899076,0.8400311470031738,2.3700866336184845e-07,0.8183799982070923,0
0.0042499998926359694,0.8502134680747986,2.469233777446789e-07,0.8198229670524597,0
0.004299999891372863,0.8600872755050659,2.1031522123848845e-07,0.8345730900764465,0
0.004349999890109757,0.8702695965766907,2.3243264024586097e-07,0.8445134162902832,0
0.004399999888846651,0.8801433444023132,2.3319532260757114e-07,0.8518884778022766,0
0.0044499998875835445,0.8900170922279358,2.1412857620362047e-07,0.8635923862457275,0
0.004499999886320438,0.9001994132995605,2.2709396318987274e-07,0.8741739988327026,0
0.004549999885057332,0.9100732207298279,2.354833128492828e-07,0.8845952749252319,0
0.004599999883794226,0.9202555418014526,2.3014463579329458e-07,0.8911687135696411,0
0.0046499998825311195,0.9301292896270752,2.1412857620362047e-07,0.906880795955658,0
0.004699999881268013,0.9400030374526978,2.3853399966355937e-07,0.915538489818573,0
0.004749999880004907,0.9501853585243225,2.2861928528072895e-07,0.9190656542778015,0
0.004799999878741801,0.9600591659545898,2.0497654418250022e-07,0.9394272565841675,0
0.0048499998774786945,0.9702414870262146,2.354833128492828e-07,0.9434354305267334,0
0.004899999876215588,0.9801152348518372,2.2709396318987274e-07,0.95048987865448,0
0.004949999874952482,0.9902975559234619,2.0421387603164476e-07,0.9637970328330994,0
0.004999999873689376,1.000171422958374,2.13365908052765e-07,0.9775851964950562,0
0.00504999987242627,1.0100451707839966,2.354833128492828e-07,0.9844792485237122,0
0.005099999871163163,1.0202274322509766,2.0192587157907838e-07,0.9960228800773621,0
0.005149999869900057,1.0301011800765991,2.255686126773071e-07,1.0083681344985962,0
0.005199999868636951,1.0402835607528687,2.3319532260757114e-07,1.011574625968933,0
0.005249999867373845,1.0501573085784912,2.13365908052765e-07,1.023118257522583,0
0.005299999866110738,1.0600310564041138,2.0878988493677753e-07,1.0353031158447266,0
0.005349999864847632,1.0702134370803833,2.3700866336184845e-07,1.0441211462020874,0
0.005399999863584526,1.0800871849060059,2.1260322569105483e-07,1.0481293201446533,0
0.00544999986232142,1.0902694463729858,2.1184057175105409e-07,1.0694528818130493,0
0.005499999861058313,1.100143313407898,2.1031522123848845e-07,1.0713768005371094,0
0.005549999859795207,1.1100170612335205,2.072645486350666e-07,1.080355167388916,0
0.005599999858532101,1.1201993227005005,1.7675775154657458e-07,1.0963878631591797,0
0.005649999857268995,1.1300731897354126,2.217552861338845e-07,1.1079314947128296,0
0.005699999856005888,1.1402554512023926,2.1717924880704231e-07,1.1101760864257812,0
0.005749999854742782,1.1501291990280151,1.8743513408026047e-07,1.126208782196045,0
0.005799999853479676,1.1600029468536377,1.927738111362487e-07,1.1372714042663574,0
0.00584999985221657,1.1701853275299072,2.1641658065618685e-07,1.1448067426681519,0
0.0058999998509534635,1.1800590753555298,1.7294441079229728e-07,1.1566710472106934,0
0.005949999849690357,1.1902414560317993,2.1489125856533065e-07,1.1654890775680542,0
0.005999999848427251,1.2001152038574219,2.0192587157907838e-07,1.1759103536605835,0
0.006049999847164145,1.2102974653244019,1.5921634144433483e-07,1.175589680671692,0
0.0060999998459010385,1.2201712131500244,1.4243761370380525e-07,1.1896984577178955,0
0.006149999844637932,1.2300450801849365,1.5692833699176845e-07,1.1876142024993896,0
0.006199999843374826,1.2402273416519165,1.622670424694661e-07,1.1954702138900757,0
0.00624999984211172,1.250101089477539,1.5464033253920206e-07,1.209418773651123,0
0.0062999998408486135,1.2602834701538086,1.538776643883466e-07,1.2111823558807373,0
0.006349999839585507,1.2701572179794312,3.642651691393439e-08,1.204769253730774,0
0.006399999838322401,1.2800309658050537,1.6597102359128257e-08,1.2038072347640991,0
0.006449999837059295,1.2902133464813232,1.2021083684032874e-08,1.2020436525344849,0
0.0064999998357961886,1.2902133464813232,1.2021083684032874e-08,1.1906604766845703,0
0.006599999833269976,1.2701572179794312,7.4450654530267e-09,1.1897786855697632,0
0.00664999983200687,1.2599749565124512,9.733074790574392e-09,1.1829646825790405,0
0.006699999830743764,1.250101089477539,4.394386188266708e-09,1.1803995370864868,0
0.006749999829480657,1.2402273416519165,7.4450654530267e-09,1.178635835647583,0
0.006799999828217551,1.2300450801849365,9.733074790574392e-09,1.1683748960494995,0
0.006849999826954445,1.2201712131500244,1.0495743829608273e-08,1.1672526597976685,0
0.006899999825691339,1.2099889516830444,6.6823955258144e-09,1.162923812866211,0
0.006949999824428232,1.2001152038574219,9.733074790574392e-09,1.154907464981079,0
0.006999999823165126,1.1899328231811523,1.0495743829608273e-08,1.1537851095199585,0
0.00704999982190202,1.1800590753555298,6.6823955258144e-09,1.1557090282440186,0
0.007099999820638914,1.1701853275299072,6.6823955258144e-09,1.148654580116272,0
0.007149999819375807,1.1600029468536377,9.733074790574392e-09,1.1372714042663574,0
0.007199999818112701,1.1501291990280151,6.6823955258144e-09,1.1473720073699951,0
0.007249999816849595,1.1399469375610352,6.6823955258144e-09,1.1385539770126343,0
0.007299999815586489,1.1300731897354126,6.6823955258144e-09,1.1339044570922852,0
0.0073499998143233825,1.1201993227005005,7.4450654530267e-09,1.131980538368225,0
0.007399999813060276,1.1100170612335205,3.6317164830990123e-09,1.132782220840454,0
0.00744999981179717,1.100143313407898,-7.045659611293331e-09,1.124926209449768,0
0.007499999810534064,1.0899609327316284,-3.907778278744445e-08,1.1205973625183105,0
0.0075499998092709575,1.0800871849060059,-6.04325336439615e-08,1.1156271696090698,0
0.007599999808007851,1.0702134370803833,-8.178728450047856e-08,1.1029613018035889,0
0.007649999806744745,1.0600310564041138,-1.0695539032212764e-07,1.0995944738388062,0
0.007699999805481639,1.0501573085784912,-1.1915809494666973e-07,1.0907764434814453,0
0.0077499998042185325,1.0399750471115112,-1.3212348903834936e-07,1.07442307472229,0
0.007799999802955426,1.0301011800765991,-1.8169701831993734e-07,1.0588712692260742,0
0.00784999980169232,1.0202274322509766,-2.251691739729722e-07,1.0489310026168823,0
0.007899999800429214,1.0100451707839966,-1.1992077020295255e-07,1.0359444618225098,0
0.007949999799166108,1.000171422958374,-1.1229407448354323e-07,1.0165448188781738,0
0.007999999797903001,0.9899890422821045,-1.4890221677887894e-07,1.012536644935608,0
0.008049999796639895,0.9801152348518372,-1.1000606292554949e-07,1.0040392875671387,0
0.008099999795376789,0.9699329137802124,-9.704068304472457e-08,0.986403226852417,0
0.008149999794113683,0.9600591659545898,-1.2602211540979624e-07,0.9843189716339111,0
0.008199999792850576,0.9501853585243225,-1.0237936720614016e-07,0.9726150631904602,0
0.00824999979158747,0.9400030374526978,-1.0314203535699562e-07,0.966041624546051,0
0.008299999790324364,0.9301292896270752,-1.1153140633268777e-07,0.9517724514007568,0
0.008349999789061258,0.9199469685554504,-1.1381941789068151e-07,0.9463213682174683,0
0.008399999787798151,0.9100732207298279,-9.85660193464355e-08,0.9339761137962341,0
0.008449999786535045,0.9001994132995605,-1.5500357619657734e-07,0.9254787564277649,0
0.008499999785271939,0.8900170922279358,-1.2754746592236188e-07,0.9128128886222839,0
0.008549999784008833,0.8801433444023132,-1.252594614697955e-07,0.9019106030464172,0
0.008599999782745726,0.8699610233306885,-1.3822483424519305e-07,0.8881224393844604,0
0.00864999978148262,0.8600872755050659,-1.4585152996460238e-07,0.8902066946029663,0
0.008699999780219514,0.8502134680747986,-1.0543004691498936e-07,0.872891366481781,0
0.008749999778956408,0.8400311470031738,-1.290728022240728e-07,0.8599048256874084,0
0.008799999777693301,0.8301573991775513,-1.4508887602460163e-07,0.858461856842041,0
0.008849999776430195,0.8199750781059265,-1.3441149349091575e-07,0.8470786213874817,0
0.008899999775167089,0.8101012706756592,-1.2678479777150642e-07,0.8288012742996216,0
0.008949999773903983,0.8002275228500366,-1.740703083896733e-07,0.8268773555755615,0
0.008999999772640876,0.7900452017784119,-1.4432619366289146e-07,0.8161354064941406,0
0.00904999977137777,0.7801714539527893,-1.4813954862802348e-07,0.8060348033905029,0
0.009099999770114664,0.7699891328811646,-1.7864631729480607e-07,0.7930482625961304,0
0.009149999768851558,0.7601153254508972,-1.7635831284223968e-07,0.788398802280426,0
0.009199999767588452,0.7499330043792725,-1.641556082176976e-07,0.7733280062675476,0
0.009249999766325345,0.7400592565536499,-1.9618772739704582e-07,0.7656322717666626,0
0.009299999765062239,0.7301855087280273,-1.847476909233592e-07,0.757455587387085,0
0.009349999763799133,0.7200031876564026,-1.6110493561427575e-07,0.7459120154380798,0
0.009399999762536027,0.7101293802261353,-1.9313705479362397e-07,0.731322169303894,0
0.00944999976127292,0.6999470591545105,-1.885610316776365e-07,0.729398250579834,0
0.009499999760009814,0.6900733113288879,-1.740703083896733e-07,0.7151291370391846,0
0.009549999758746708,0.6801995635032654,-1.8398502277250373e-07,0.7003790140151978,0
0.009599999757483602,0.6700171828269958,-1.9771307790961146e-07,0.701180636882782,0
0.009649999756220495,0.6601434350013733,-1.5271555753315624e-07,0.6851478815078735,0
0.009699999754957389,0.6499611139297485,-1.5881690273999993e-07,0.6694357991218567,0
0.009749999753694283,0.640087366104126,-1.8322234041079355e-07,0.661259114742279,0
0.009799999752431177,0.6302135586738586,-1.641556082176976e-07,0.6590145230293274,0
0.00984999975116807,0.6200312376022339,-1.5347823989486642e-07,0.643943727016449,0
0.009899999749904964,0.6101574897766113,-1.7635831284223968e-07,0.6367290019989014,0
0.009949999748641858,0.5999751687049866,-1.6720628082111944e-07,0.6258267164230347,0
0.009999999747378752,0.590101420879364,-1.4890221677887894e-07,0.6162070631980896,0
0.010049999746115645,0.5802276134490967,-1.9161171849191305e-07,0.6017776131629944,0
0.01009999974485254,0.5700452923774719,-1.8093435016908188e-07,0.5982503890991211,0
